accident_id,duration_minutes,vehicles_involved,full_datetime,year,month,hour,day_of_week,is_night,is_weekend,city,road_type,severity,weather
ACC-015948,210.7,3,2024-04-24 05:00:00,2024,4,5,Wednesday,1,0,Ho Chi Minh City,Residential,Fatal,Storm
ACC-023043,21.1,2,2024-04-24 05:00:00,2024,4,5,Wednesday,1,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-023645,12.5,3,2024-04-24 05:00:00,2024,4,5,Wednesday,1,0,Hai Phong,Bridge,Minor,Rain
ACC-015950,46.5,2,2024-10-11 02:00:00,2024,10,2,Friday,1,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-015952,39.8,4,2025-02-04 17:00:00,2025,2,17,Tuesday,0,0,Can Tho,Urban Street,Moderate,Rain
ACC-017884,32.0,1,2025-02-04 17:00:00,2025,2,17,Tuesday,0,0,Da Nang,Highway,Minor,Rain
ACC-015955,19.7,1,2023-03-24 00:00:00,2023,3,0,Friday,1,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-015956,27.6,4,2025-12-24 21:00:00,2025,12,21,Wednesday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-015957,11.6,1,2025-12-23 15:00:00,2025,12,15,Tuesday,0,0,Hanoi,Urban Street,Minor,Fog
ACC-015958,21.9,1,2023-01-02 23:00:00,2023,1,23,Monday,1,0,Ho Chi Minh City,Intersection,Minor,Rain
ACC-015960,19.0,3,2023-08-23 21:00:00,2023,8,21,Wednesday,0,0,Hanoi,Bridge,Minor,Rain
ACC-018416,16.5,1,2023-08-23 21:00:00,2023,8,21,Wednesday,0,0,Ho Chi Minh City,Bridge,Minor,Storm
ACC-015961,64.8,3,2024-02-13 21:00:00,2024,2,21,Tuesday,0,0,Da Nang,Highway,Moderate,Rain
ACC-015963,52.5,4,2024-08-06 19:00:00,2024,8,19,Tuesday,0,0,Ho Chi Minh City,Residential,Moderate,Rain
ACC-021460,27.5,3,2024-08-06 19:00:00,2024,8,19,Tuesday,0,0,Hanoi,Residential,Minor,Clear
ACC-015967,29.0,1,2024-10-27 01:00:00,2024,10,1,Sunday,1,1,Da Nang,Urban Street,Minor,Clear
ACC-023932,30.1,4,2024-10-27 01:00:00,2024,10,1,Sunday,1,1,Ho Chi Minh City,Bridge,Moderate,Clear
ACC-024046,17.1,4,2024-10-27 01:00:00,2024,10,1,Sunday,1,1,Hanoi,Bridge,Minor,Rain
ACC-015968,92.4,1,2024-09-06 05:00:00,2024,9,5,Friday,1,0,Hai Phong,Residential,Severe,Clear
ACC-015971,22.5,1,2025-11-04 08:00:00,2025,11,8,Tuesday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-016452,13.1,1,2025-11-04 08:00:00,2025,11,8,Tuesday,0,0,Hai Phong,Bridge,Minor,Storm
ACC-021026,18.3,1,2025-11-04 08:00:00,2025,11,8,Tuesday,0,0,Da Nang,Highway,Minor,Clear
ACC-015973,30.6,4,2023-02-03 23:00:00,2023,2,23,Friday,1,0,Can Tho,Intersection,Minor,Clear
ACC-015974,8.8,4,2023-08-03 15:00:00,2023,8,15,Thursday,0,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-015976,5.0,2,2023-09-27 06:00:00,2023,9,6,Wednesday,0,0,Da Nang,Urban Street,Moderate,Clear
ACC-021056,53.3,3,2023-09-27 06:00:00,2023,9,6,Wednesday,0,0,Hai Phong,Residential,Moderate,Clear
ACC-015978,25.6,4,2023-03-18 13:00:00,2023,3,13,Saturday,0,1,Ho Chi Minh City,Intersection,Minor,Rain
ACC-015979,49.8,1,2024-12-16 18:00:00,2024,12,18,Monday,0,0,Hanoi,Residential,Moderate,Clear
ACC-018092,38.5,4,2024-12-16 18:00:00,2024,12,18,Monday,0,0,Hanoi,Residential,Moderate,Clear
ACC-015981,15.3,1,2025-04-02 04:00:00,2025,4,4,Wednesday,1,0,Hanoi,Residential,Minor,Clear
ACC-015982,122.5,1,2024-03-12 13:00:00,2024,3,13,Tuesday,0,0,Ho Chi Minh City,Residential,Severe,Storm
ACC-015984,77.7,2,2024-07-27 22:00:00,2024,7,22,Saturday,1,1,Hai Phong,Bridge,Severe,Rain
ACC-015986,29.7,4,2025-03-04 15:00:00,2025,3,15,Tuesday,0,0,Hanoi,Bridge,Moderate,Clear
ACC-015989,23.8,2,2025-12-08 21:00:00,2025,12,21,Monday,0,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-015990,19.7,4,2025-03-22 01:00:00,2025,3,1,Saturday,1,1,Ho Chi Minh City,Bridge,Minor,Storm
ACC-022107,20.2,1,2025-03-22 01:00:00,2025,3,1,Saturday,1,1,Ho Chi Minh City,Urban Street,Minor,Rain
ACC-015991,119.6,4,2024-09-20 06:00:00,2024,9,6,Friday,0,0,Ho Chi Minh City,Residential,Severe,Clear
ACC-025583,24.8,1,2024-09-20 06:00:00,2024,9,6,Friday,0,0,Can Tho,Urban Street,Minor,Clear
ACC-015992,8.0,2,2025-07-11 18:00:00,2025,7,18,Friday,0,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-024899,20.0,3,2025-07-11 18:00:00,2025,7,18,Friday,0,0,Ho Chi Minh City,Highway,Minor,Rain
ACC-015996,37.9,2,2025-12-03 11:00:00,2025,12,11,Wednesday,0,0,Hanoi,Urban Street,Moderate,Clear
ACC-015997,38.4,1,2025-10-05 10:00:00,2025,10,10,Sunday,0,1,Hanoi,Highway,Moderate,Fog
ACC-015998,15.0,3,2023-06-15 23:00:00,2023,6,23,Thursday,1,0,Hai Phong,Highway,Minor,Rain
ACC-016002,26.8,3,2024-06-06 12:00:00,2024,6,12,Thursday,0,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-020002,23.6,3,2024-06-06 12:00:00,2024,6,12,Thursday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-024886,18.5,2,2024-06-06 12:00:00,2024,6,12,Thursday,0,0,Hanoi,Intersection,Minor,Clear
ACC-016004,24.9,1,2023-10-20 09:00:00,2023,10,9,Friday,0,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-016006,16.7,2,2024-01-05 18:00:00,2024,1,18,Friday,0,0,Hanoi,Intersection,Minor,Clear
ACC-016178,11.8,1,2024-01-05 18:00:00,2024,1,18,Friday,0,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-019632,13.6,1,2024-01-05 18:00:00,2024,1,18,Friday,0,0,Can Tho,Residential,Minor,Clear
ACC-016007,102.7,3,2024-03-27 13:00:00,2024,3,13,Wednesday,0,0,Nha Trang,Urban Street,Severe,Storm
ACC-016009,19.5,4,2024-11-11 17:00:00,2024,11,17,Monday,0,0,Hanoi,Intersection,Minor,Storm
ACC-024036,57.4,1,2024-11-11 17:00:00,2024,11,17,Monday,0,0,Hai Phong,Intersection,Moderate,Clear
ACC-024066,22.9,1,2024-11-11 17:00:00,2024,11,17,Monday,0,0,Nha Trang,Urban Street,Minor,Clear
ACC-016010,60.0,3,2023-03-12 19:00:00,2023,3,19,Sunday,0,1,Ho Chi Minh City,Urban Street,Severe,Clear
ACC-020801,70.0,1,2023-03-12 19:00:00,2023,3,19,Sunday,0,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016011,35.5,4,2024-07-08 12:00:00,2024,7,12,Monday,0,0,Hanoi,Intersection,Minor,Clear
ACC-016012,22.5,4,2025-09-27 03:00:00,2025,9,3,Saturday,1,1,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-016014,55.6,4,2023-07-01 22:00:00,2023,7,22,Saturday,1,1,Ho Chi Minh City,Bridge,Moderate,Rain
ACC-016017,28.6,1,2025-11-16 06:00:00,2025,11,6,Sunday,0,1,Can Tho,Intersection,Minor,Clear
ACC-016020,18.5,2,2024-12-11 01:00:00,2024,12,1,Wednesday,1,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-017693,13.6,3,2024-12-11 01:00:00,2024,12,1,Wednesday,1,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-017757,63.5,3,2024-12-11 01:00:00,2024,12,1,Wednesday,1,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016024,67.7,1,2023-08-01 00:00:00,2023,8,0,Tuesday,1,0,Ho Chi Minh City,Urban Street,Moderate,Rain
ACC-016025,41.1,4,2024-08-12 18:00:00,2024,8,18,Monday,0,0,Can Tho,Highway,Moderate,Clear
ACC-016026,15.2,1,2025-06-21 10:00:00,2025,6,10,Saturday,0,1,Nha Trang,Intersection,Minor,Clear
ACC-016028,23.6,2,2025-09-26 06:00:00,2025,9,6,Friday,0,0,Hanoi,Highway,Minor,Clear
ACC-021185,27.1,2,2025-09-26 06:00:00,2025,9,6,Friday,0,0,Hai Phong,Residential,Minor,Clear
ACC-016030,17.3,4,2024-01-27 02:00:00,2024,1,2,Saturday,1,1,Ho Chi Minh City,Intersection,Minor,Clear
ACC-018140,23.9,4,2024-01-27 02:00:00,2024,1,2,Saturday,1,1,Hai Phong,Highway,Minor,Clear
ACC-016038,24.6,1,2025-03-12 00:00:00,2025,3,0,Wednesday,1,0,Hanoi,Residential,Moderate,Clear
ACC-020644,11.1,2,2025-03-12 00:00:00,2025,3,0,Wednesday,1,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-022676,17.3,2,2025-03-12 00:00:00,2025,3,0,Wednesday,1,0,Nha Trang,Urban Street,Minor,Clear
ACC-016039,66.0,2,2025-01-27 00:00:00,2025,1,0,Monday,1,0,Hanoi,Bridge,Moderate,Rain
ACC-016041,20.8,4,2023-07-19 20:00:00,2023,7,20,Wednesday,0,0,Hanoi,Intersection,Minor,Clear
ACC-016042,73.7,3,2024-07-10 14:00:00,2024,7,14,Wednesday,0,0,Can Tho,Residential,Moderate,Clear
ACC-016043,16.8,2,2025-11-18 16:00:00,2025,11,16,Tuesday,0,0,Hanoi,Residential,Minor,Clear
ACC-020587,31.3,3,2025-11-18 16:00:00,2025,11,16,Tuesday,0,0,Da Nang,Residential,Moderate,Clear
ACC-016044,42.5,2,2025-10-22 09:00:00,2025,10,9,Wednesday,0,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-018496,19.4,1,2025-10-22 09:00:00,2025,10,9,Wednesday,0,0,Nha Trang,Bridge,Minor,Rain
ACC-016047,69.7,1,2025-05-15 01:00:00,2025,5,1,Thursday,1,0,Nha Trang,Bridge,Severe,Fog
ACC-016050,16.7,4,2025-07-24 18:00:00,2025,7,18,Thursday,0,0,Ho Chi Minh City,Bridge,Minor,Fog
ACC-016052,33.5,1,2025-11-24 22:00:00,2025,11,22,Monday,1,0,Ho Chi Minh City,Residential,Moderate,Clear
ACC-017663,19.4,3,2025-11-24 22:00:00,2025,11,22,Monday,1,0,Nha Trang,Residential,Minor,Clear
ACC-024344,15.9,3,2025-11-24 22:00:00,2025,11,22,Monday,1,0,Hai Phong,Bridge,Minor,Rain
ACC-016053,24.0,1,2025-10-13 18:00:00,2025,10,18,Monday,0,0,Da Nang,Urban Street,Minor,Fog
ACC-017336,63.0,2,2025-10-13 18:00:00,2025,10,18,Monday,0,0,Hanoi,Urban Street,Moderate,Clear
ACC-016056,12.9,1,2024-02-12 20:00:00,2024,2,20,Monday,0,0,Hanoi,Bridge,Minor,Clear
ACC-016702,21.1,3,2024-02-12 20:00:00,2024,2,20,Monday,0,0,Hanoi,Bridge,Minor,Clear
ACC-019560,19.2,4,2024-02-12 20:00:00,2024,2,20,Monday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-021483,27.6,1,2024-02-12 20:00:00,2024,2,20,Monday,0,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016059,21.1,4,2024-09-01 03:00:00,2024,9,3,Sunday,1,1,Da Nang,Urban Street,Minor,Fog
ACC-016064,97.6,4,2025-01-08 07:00:00,2025,1,7,Wednesday,0,0,Ho Chi Minh City,Highway,Severe,Rain
ACC-018231,24.0,2,2025-01-08 07:00:00,2025,1,7,Wednesday,0,0,Da Nang,Intersection,Minor,Rain
ACC-023099,124.8,4,2025-01-08 07:00:00,2025,1,7,Wednesday,0,0,Ho Chi Minh City,Intersection,Severe,Clear
ACC-016065,53.5,4,2023-09-18 17:00:00,2023,9,17,Monday,0,0,Da Nang,Highway,Moderate,Clear
ACC-016066,22.4,3,2023-10-11 00:00:00,2023,10,0,Wednesday,1,0,Da Nang,Residential,Minor,Clear
ACC-016067,10.5,4,2023-02-15 05:00:00,2023,2,5,Wednesday,1,0,Nha Trang,Highway,Minor,Clear
ACC-016068,51.3,3,2023-05-05 08:00:00,2023,5,8,Friday,0,0,Nha Trang,Highway,Moderate,Clear
ACC-016070,18.8,1,2024-11-20 12:00:00,2024,11,12,Wednesday,0,0,Hanoi,Highway,Minor,Rain
ACC-016071,34.8,3,2024-12-12 11:00:00,2024,12,11,Thursday,0,0,Hanoi,Highway,Moderate,Clear
ACC-016075,121.5,1,2024-12-11 23:00:00,2024,12,23,Wednesday,1,0,Can Tho,Residential,Fatal,Clear
ACC-016076,37.1,1,2025-08-26 23:00:00,2025,8,23,Tuesday,1,0,Hanoi,Residential,Moderate,Rain
ACC-016082,101.5,3,2024-11-25 05:00:00,2024,11,5,Monday,1,0,Hai Phong,Intersection,Fatal,Clear
ACC-016087,9.3,2,2023-07-14 00:00:00,2023,7,0,Friday,1,0,Can Tho,Bridge,Minor,Clear
ACC-021950,54.6,2,2023-07-14 00:00:00,2023,7,0,Friday,1,0,Ho Chi Minh City,Highway,Moderate,Rain
ACC-016088,143.1,3,2023-02-02 09:00:00,2023,2,9,Thursday,0,0,Ho Chi Minh City,Bridge,Severe,Rain
ACC-016093,120.2,3,2024-10-26 23:00:00,2024,10,23,Saturday,1,1,Ho Chi Minh City,Residential,Severe,Clear
ACC-025459,17.7,2,2024-10-26 23:00:00,2024,10,23,Saturday,1,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-016094,27.3,1,2025-02-07 22:00:00,2025,2,22,Friday,1,0,Hanoi,Urban Street,Moderate,Clear
ACC-018064,144.8,1,2025-02-07 22:00:00,2025,2,22,Friday,1,0,Ho Chi Minh City,Highway,Fatal,Clear
ACC-016095,42.2,3,2024-12-05 13:00:00,2024,12,13,Thursday,0,0,Nha Trang,Highway,Moderate,Clear
ACC-016098,53.3,1,2024-04-18 17:00:00,2024,4,17,Thursday,0,0,Ho Chi Minh City,Urban Street,Moderate,Storm
ACC-016102,14.0,2,2023-04-22 10:00:00,2023,4,10,Saturday,0,1,Ho Chi Minh City,Highway,Minor,Fog
ACC-016103,66.0,2,2024-01-23 02:00:00,2024,1,2,Tuesday,1,0,Hanoi,Residential,Moderate,Fog
ACC-017307,17.1,1,2024-01-23 02:00:00,2024,1,2,Tuesday,1,0,Nha Trang,Urban Street,Minor,Rain
ACC-016104,25.7,4,2024-01-20 15:00:00,2024,1,15,Saturday,0,1,Ho Chi Minh City,Residential,Minor,Storm
ACC-016105,19.3,2,2023-09-17 12:00:00,2023,9,12,Sunday,0,1,Ho Chi Minh City,Bridge,Minor,Rain
ACC-016106,78.3,3,2023-06-16 02:00:00,2023,6,2,Friday,1,0,Hanoi,Highway,Severe,Clear
ACC-016109,57.0,2,2023-08-07 08:00:00,2023,8,8,Monday,0,0,Nha Trang,Intersection,Moderate,Rain
ACC-016110,21.1,4,2025-01-24 00:00:00,2025,1,0,Friday,1,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-016112,25.0,4,2024-05-03 22:00:00,2024,5,22,Friday,1,0,Hai Phong,Urban Street,Minor,Fog
ACC-016113,23.0,1,2023-05-12 03:00:00,2023,5,3,Friday,1,0,Hanoi,Intersection,Minor,Clear
ACC-016114,20.8,2,2025-01-21 14:00:00,2025,1,14,Tuesday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-020799,22.2,1,2025-01-21 14:00:00,2025,1,14,Tuesday,0,0,Hai Phong,Residential,Minor,Rain
ACC-016117,9.5,2,2025-02-09 07:00:00,2025,2,7,Sunday,0,1,Ho Chi Minh City,Bridge,Minor,Fog
ACC-016120,12.4,1,2025-04-10 17:00:00,2025,4,17,Thursday,0,0,Ho Chi Minh City,Intersection,Minor,Clear
ACC-018374,41.0,3,2025-04-10 17:00:00,2025,4,17,Thursday,0,0,Hai Phong,Highway,Moderate,Rain
ACC-016122,13.3,3,2023-09-17 03:00:00,2023,9,3,Sunday,1,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-020436,44.3,1,2023-09-17 03:00:00,2023,9,3,Sunday,1,1,Da Nang,Highway,Moderate,Rain
ACC-016124,22.8,4,2024-06-20 22:00:00,2024,6,22,Thursday,1,0,Nha Trang,Residential,Minor,Clear
ACC-016125,57.2,2,2024-02-06 12:00:00,2024,2,12,Tuesday,0,0,Da Nang,Bridge,Moderate,Clear
ACC-016131,16.1,4,2024-07-26 23:00:00,2024,7,23,Friday,1,0,Nha Trang,Highway,Minor,Clear
ACC-016134,23.8,1,2023-05-12 02:00:00,2023,5,2,Friday,1,0,Ho Chi Minh City,Highway,Minor,Clear
ACC-021459,19.4,4,2023-05-12 02:00:00,2023,5,2,Friday,1,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-016135,20.9,3,2025-11-04 23:00:00,2025,11,23,Tuesday,1,0,Nha Trang,Intersection,Minor,Clear
ACC-016137,14.7,3,2024-06-17 07:00:00,2024,6,7,Monday,0,0,Hanoi,Urban Street,Minor,Fog
ACC-016143,52.8,4,2025-12-24 06:00:00,2025,12,6,Wednesday,0,0,Hanoi,Bridge,Moderate,Rain
ACC-016144,30.6,1,2023-07-27 06:00:00,2023,7,6,Thursday,0,0,Nha Trang,Intersection,Minor,Clear
ACC-016145,214.9,3,2024-05-19 00:00:00,2024,5,0,Sunday,1,1,Ho Chi Minh City,Residential,Fatal,Fog
ACC-016146,10.4,2,2023-03-09 23:00:00,2023,3,23,Thursday,1,0,Da Nang,Bridge,Minor,Rain
ACC-016147,19.8,4,2023-01-02 09:00:00,2023,1,9,Monday,0,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-021295,48.5,1,2023-01-02 09:00:00,2023,1,9,Monday,0,0,Nha Trang,Highway,Severe,Clear
ACC-016151,123.4,2,2023-05-04 00:00:00,2023,5,0,Thursday,1,0,Hanoi,Urban Street,Fatal,Clear
ACC-016154,26.6,4,2024-09-20 05:00:00,2024,9,5,Friday,1,0,Can Tho,Highway,Minor,Rain
ACC-016157,23.2,3,2024-10-24 01:00:00,2024,10,1,Thursday,1,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-022952,23.2,1,2024-10-24 01:00:00,2024,10,1,Thursday,1,0,Da Nang,Residential,Moderate,Rain
ACC-016161,23.8,1,2025-09-21 17:00:00,2025,9,17,Sunday,0,1,Hanoi,Highway,Minor,Rain
ACC-016162,20.1,2,2023-08-08 00:00:00,2023,8,0,Tuesday,1,0,Ho Chi Minh City,Residential,Minor,Rain
ACC-019343,29.5,4,2023-08-08 00:00:00,2023,8,0,Tuesday,1,0,Ho Chi Minh City,Bridge,Moderate,Rain
ACC-020713,32.9,4,2023-08-08 00:00:00,2023,8,0,Tuesday,1,0,Hanoi,Residential,Moderate,Clear
ACC-016163,89.2,2,2023-11-19 23:00:00,2023,11,23,Sunday,1,1,Hanoi,Highway,Severe,Storm
ACC-018603,20.2,1,2023-11-19 23:00:00,2023,11,23,Sunday,1,1,Ho Chi Minh City,Bridge,Minor,Clear
ACC-019736,19.9,1,2023-11-19 23:00:00,2023,11,23,Sunday,1,1,Hanoi,Intersection,Minor,Clear
ACC-016164,80.8,4,2023-03-09 15:00:00,2023,3,15,Thursday,0,0,Hanoi,Bridge,Severe,Clear
ACC-016165,62.5,4,2024-02-03 22:00:00,2024,2,22,Saturday,1,1,Ho Chi Minh City,Bridge,Severe,Clear
ACC-017149,16.1,3,2024-02-03 22:00:00,2024,2,22,Saturday,1,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-016167,35.0,3,2024-02-06 02:00:00,2024,2,2,Tuesday,1,0,Hanoi,Bridge,Moderate,Clear
ACC-021328,43.4,4,2024-02-06 02:00:00,2024,2,2,Tuesday,1,0,Hai Phong,Intersection,Moderate,Clear
ACC-016168,21.5,2,2025-08-08 17:00:00,2025,8,17,Friday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-016575,37.9,3,2025-08-08 17:00:00,2025,8,17,Friday,0,0,Ho Chi Minh City,Residential,Moderate,Rain
ACC-016174,24.1,1,2023-11-17 09:00:00,2023,11,9,Friday,0,0,Hanoi,Highway,Minor,Fog
ACC-016176,41.5,1,2024-03-17 13:00:00,2024,3,13,Sunday,0,1,Can Tho,Highway,Moderate,Rain
ACC-016180,17.9,1,2024-10-18 05:00:00,2024,10,5,Friday,1,0,Ho Chi Minh City,Bridge,Minor,Clear
ACC-016181,14.5,2,2024-11-20 04:00:00,2024,11,4,Wednesday,1,0,Hanoi,Bridge,Minor,Clear
ACC-016186,10.6,4,2025-05-08 00:00:00,2025,5,0,Thursday,1,0,Hanoi,Intersection,Minor,Clear
ACC-023528,22.3,3,2025-05-08 00:00:00,2025,5,0,Thursday,1,0,Da Nang,Highway,Minor,Clear
ACC-016188,48.3,3,2024-08-22 07:00:00,2024,8,7,Thursday,0,0,Hanoi,Bridge,Moderate,Clear
ACC-016189,50.3,4,2024-01-05 14:00:00,2024,1,14,Friday,0,0,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016191,24.7,1,2025-05-26 14:00:00,2025,5,14,Monday,0,0,Nha Trang,Intersection,Minor,Storm
ACC-018564,17.0,3,2025-05-26 14:00:00,2025,5,14,Monday,0,0,Ho Chi Minh City,Residential,Minor,Clear
ACC-016193,11.0,2,2025-06-27 18:00:00,2025,6,18,Friday,0,0,Nha Trang,Intersection,Minor,Rain
ACC-016195,55.3,3,2025-08-26 14:00:00,2025,8,14,Tuesday,0,0,Ho Chi Minh City,Intersection,Moderate,Clear
ACC-016201,25.6,3,2025-12-02 20:00:00,2025,12,20,Tuesday,0,0,Hanoi,Urban Street,Minor,Storm
ACC-016204,89.5,1,2023-03-04 10:00:00,2023,3,10,Saturday,0,1,Nha Trang,Intersection,Severe,Clear
ACC-016206,16.2,4,2024-05-02 15:00:00,2024,5,15,Thursday,0,0,Nha Trang,Bridge,Minor,Fog
ACC-016208,35.1,1,2025-02-22 08:00:00,2025,2,8,Saturday,0,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016210,22.8,1,2023-02-20 06:00:00,2023,2,6,Monday,0,0,Hai Phong,Bridge,Minor,Storm
ACC-020770,15.2,2,2023-02-20 06:00:00,2023,2,6,Monday,0,0,Hanoi,Residential,Minor,Clear
ACC-025061,20.7,2,2023-02-20 06:00:00,2023,2,6,Monday,0,0,Hanoi,Bridge,Minor,Clear
ACC-016212,16.6,1,2025-04-24 06:00:00,2025,4,6,Thursday,0,0,Hanoi,Intersection,Moderate,Clear
ACC-016215,9.3,4,2025-08-26 04:00:00,2025,8,4,Tuesday,1,0,Nha Trang,Bridge,Minor,Clear
ACC-016216,27.8,4,2025-10-16 02:00:00,2025,10,2,Thursday,1,0,Da Nang,Intersection,Minor,Rain
ACC-019050,60.9,1,2025-10-16 02:00:00,2025,10,2,Thursday,1,0,Can Tho,Intersection,Moderate,Rain
ACC-016217,18.2,3,2023-10-23 16:00:00,2023,10,16,Monday,0,0,Ho Chi Minh City,Bridge,Minor,Fog
ACC-016218,18.8,3,2025-04-24 07:00:00,2025,4,7,Thursday,0,0,Ho Chi Minh City,Bridge,Minor,Rain
ACC-016219,45.5,1,2024-06-08 04:00:00,2024,6,4,Saturday,1,1,Nha Trang,Urban Street,Moderate,Fog
ACC-016221,55.3,3,2025-10-09 17:00:00,2025,10,17,Thursday,0,0,Hai Phong,Urban Street,Moderate,Rain
ACC-016222,25.8,1,2025-01-20 22:00:00,2025,1,22,Monday,1,0,Da Nang,Urban Street,Minor,Clear
ACC-016225,88.1,1,2023-05-13 13:00:00,2023,5,13,Saturday,0,1,Hanoi,Urban Street,Fatal,Rain
ACC-016227,21.1,2,2024-05-17 15:00:00,2024,5,15,Friday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-016229,63.4,2,2024-12-15 02:00:00,2024,12,2,Sunday,1,1,Hanoi,Highway,Moderate,Clear
ACC-016238,99.3,2,2023-03-20 06:00:00,2023,3,6,Monday,0,0,Ho Chi Minh City,Highway,Severe,Clear
ACC-016239,50.4,4,2025-09-11 23:00:00,2025,9,23,Thursday,1,0,Da Nang,Intersection,Moderate,Clear
ACC-017858,95.1,3,2025-09-11 23:00:00,2025,9,23,Thursday,1,0,Hai Phong,Residential,Severe,Rain
ACC-024494,11.8,4,2025-09-11 23:00:00,2025,9,23,Thursday,1,0,Ho Chi Minh City,Urban Street,Minor,Rain
ACC-016240,41.1,3,2023-08-05 08:00:00,2023,8,8,Saturday,0,1,Hanoi,Bridge,Moderate,Fog
ACC-017466,25.6,2,2023-08-05 08:00:00,2023,8,8,Saturday,0,1,Ho Chi Minh City,Highway,Moderate,Clear
ACC-016241,24.5,1,2024-10-24 21:00:00,2024,10,21,Thursday,0,0,Ho Chi Minh City,Urban Street,Minor,Rain
ACC-016242,14.3,1,2024-08-24 09:00:00,2024,8,9,Saturday,0,1,Ho Chi Minh City,Residential,Minor,Clear
ACC-016248,23.6,2,2024-01-16 04:00:00,2024,1,4,Tuesday,1,0,Can Tho,Urban Street,Minor,Clear
ACC-021382,27.0,3,2024-01-16 04:00:00,2024,1,4,Tuesday,1,0,Hanoi,Highway,Moderate,Clear
ACC-016249,121.5,1,2024-02-20 08:00:00,2024,2,8,Tuesday,0,0,Hanoi,Intersection,Severe,Clear
ACC-016251,38.1,3,2024-05-09 06:00:00,2024,5,6,Thursday,0,0,Hai Phong,Residential,Moderate,Fog
ACC-020966,58.9,2,2024-05-09 06:00:00,2024,5,6,Thursday,0,0,Ho Chi Minh City,Intersection,Moderate,Clear
ACC-022144,22.7,4,2024-05-09 06:00:00,2024,5,6,Thursday,0,0,Hanoi,Urban Street,Minor,Clear
ACC-016253,66.9,4,2025-08-02 09:00:00,2025,8,9,Saturday,0,1,Nha Trang,Highway,Severe,Rain
ACC-016257,46.9,4,2023-02-10 06:00:00,2023,2,6,Friday,0,0,Ho Chi Minh City,Highway,Moderate,Rain
ACC-016262,19.7,4,2023-10-21 00:00:00,2023,10,0,Saturday,1,1,Hanoi,Urban Street,Minor,Clear
ACC-016266,30.6,4,2023-05-22 20:00:00,2023,5,20,Monday,0,0,Da Nang,Urban Street,Minor,Clear
ACC-024912,97.3,1,2023-05-22 20:00:00,2023,5,20,Monday,0,0,Ho Chi Minh City,Highway,Severe,Clear
ACC-016267,66.7,1,2023-05-23 07:00:00,2023,5,7,Tuesday,0,0,Can Tho,Intersection,Moderate,Clear
ACC-016268,35.6,4,2023-02-23 22:00:00,2023,2,22,Thursday,1,0,Ho Chi Minh City,Highway,Severe,Storm
ACC-017030,183.8,2,2023-02-23 22:00:00,2023,2,22,Thursday,1,0,Ho Chi Minh City,Urban Street,Fatal,Clear
ACC-018447,18.6,1,2023-02-23 22:00:00,2023,2,22,Thursday,1,0,Nha Trang,Bridge,Minor,Clear
ACC-016269,23.7,2,2025-04-08 18:00:00,2025,4,18,Tuesday,0,0,Hanoi,Highway,Minor,Rain
ACC-017133,26.4,3,2025-04-08 18:00:00,2025,4,18,Tuesday,0,0,Hanoi,Residential,Minor,Rain
ACC-016271,10.5,2,2025-09-06 07:00:00,2025,9,7,Saturday,0,1,Ho Chi Minh City,Urban Street,Minor,Storm
ACC-016272,19.6,1,2023-07-25 01:00:00,2023,7,1,Tuesday,1,0,Ho Chi Minh City,Urban Street,Minor,Clear
ACC-016277,26.8,4,2023-08-05 00:00:00,2023,8,0,Saturday,1,1,Da Nang,Intersection,Minor,Rain
