accident_id,accident_datetime,city,road_type,weather,severity,duration_minutes,is_night,vehicles_involved
ACC-022131,2024-04-20 23:00:00,Hai Phong,Intersection,Clear,Minor,25.3,1,3
ACC-022132,2025-01-19 07:00:00,Hanoi,Residential,Rain,Minor,21.0,0,1
ACC-022133,2024-03-24 19:00:00,Ho Chi Minh City,Intersection,Clear,Minor,14.4,0,2
ACC-022134,2023-11-26 00:00:00,Ho Chi Minh City,Highway,Clear,Minor,24.3,1,3
ACC-022135,2024-06-06 19:00:00,Hanoi,Bridge,Fog,Moderate,44.5,0,2
ACC-022136,2023-12-11 16:00:00,Can Tho,Highway,Rain,Fatal,182.2,0,1
ACC-022137,2024-06-26 12:00:00,Ho Chi Minh City,Bridge,Storm,Moderate,45.4,0,2
ACC-022138,2025-05-27 17:00:00,Hai Phong,Highway,Clear,Minor,11.9,0,3
ACC-022139,2024-02-16 17:00:00,Hanoi,Highway,Clear,Minor,24.9,0,1
ACC-022140,2025-09-22 09:00:00,Da Nang,Highway,Clear,Minor,9.2,0,3
ACC-022141,2023-10-25 18:00:00,Ho Chi Minh City,Highway,Storm,Minor,30.3,0,4
ACC-022142,2025-02-18 17:00:00,Ho Chi Minh City,Intersection,Clear,Minor,19.8,0,3
ACC-022143,2024-12-17 03:00:00,Nha Trang,Bridge,Clear,Minor,17.8,1,2
ACC-022144,2024-05-09 06:00:00,Hanoi,Urban Street,Clear,Minor,22.7,0,4
ACC-022145,2023-12-22 06:00:00,Ho Chi Minh City,Bridge,Clear,Moderate,33.3,0,1
ACC-022146,2024-09-12 20:00:00,Hanoi,Bridge,Clear,Severe,70.6,0,3
ACC-022147,2024-02-22 14:00:00,Ho Chi Minh City,Urban Street,Rain,Severe,67.5,0,2
ACC-022148,2024-01-06 19:00:00,Hai Phong,Highway,Clear,Minor,23.8,0,3
ACC-022149,2024-06-13 20:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,21.7,0,4
ACC-022150,2024-10-06 00:00:00,Hai Phong,Urban Street,Clear,Moderate,66.6,1,3
ACC-022151,2023-12-08 18:00:00,Ho Chi Minh City,Residential,Clear,Severe,121.5,0,1
ACC-022152,2023-02-25 01:00:00,Hai Phong,Urban Street,Clear,Minor,22.5,1,2
ACC-022153,2023-12-18 06:00:00,Hanoi,Residential,Clear,Minor,20.6,0,2
ACC-022154,2023-02-03 14:00:00,Hanoi,Bridge,Clear,Severe,95.7,0,3
ACC-022155,2025-09-23 17:00:00,Hanoi,Intersection,Clear,Minor,17.4,0,4
ACC-022156,2024-12-24 19:00:00,Da Nang,Residential,Rain,Moderate,47.1,0,2
ACC-022157,2025-12-14 19:00:00,Ho Chi Minh City,Bridge,Clear,Minor,21.8,0,2
ACC-022158,2025-04-25 14:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,58.4,0,2
ACC-022159,2025-11-26 09:00:00,Da Nang,Intersection,Clear,Minor,13.9,0,3
ACC-022160,2023-05-04 22:00:00,Hanoi,Urban Street,Clear,Minor,15.4,1,3
ACC-022161,2025-12-14 18:00:00,Hanoi,Bridge,Clear,Minor,22.8,0,3
ACC-022162,2024-11-26 22:00:00,Can Tho,Intersection,Clear,Minor,21.9,1,4
ACC-022163,2024-05-08 22:00:00,Hanoi,Bridge,Clear,Moderate,65.5,1,1
ACC-022164,2025-03-06 16:00:00,Hanoi,Intersection,Rain,Minor,25.4,0,4
ACC-022165,2023-09-14 11:00:00,Ho Chi Minh City,Highway,Clear,Minor,9.5,0,2
ACC-022166,2024-02-21 01:00:00,Hanoi,Intersection,Clear,Moderate,48.6,1,3
ACC-022167,2024-01-11 18:00:00,Hanoi,Urban Street,Rain,Minor,27.0,0,1
ACC-022168,2023-01-11 18:00:00,Ho Chi Minh City,Bridge,Clear,Minor,16.4,0,4
ACC-022169,2023-12-10 15:00:00,Hanoi,Highway,Clear,Severe,120.1,0,1
ACC-022170,2023-11-19 14:00:00,Ho Chi Minh City,Residential,Clear,Moderate,38.3,0,1
ACC-022171,2023-03-22 07:00:00,Ho Chi Minh City,Urban Street,Fog,Minor,29.2,0,2
ACC-022172,2023-11-13 19:00:00,Da Nang,Bridge,Clear,Minor,11.9,0,2
ACC-022173,2024-01-14 06:00:00,Da Nang,Bridge,Clear,Severe,77.0,0,1
ACC-022174,2024-02-15 20:00:00,Hanoi,Intersection,Rain,Moderate,51.0,0,2
ACC-022175,2025-03-23 20:00:00,Hanoi,Residential,Clear,Minor,24.9,0,1
ACC-022176,2024-09-21 14:00:00,Ho Chi Minh City,Residential,Clear,Minor,14.0,0,4
ACC-022177,2024-12-12 00:00:00,Da Nang,Intersection,Clear,Minor,29.1,1,2
ACC-022178,2023-11-26 03:00:00,Da Nang,Urban Street,Clear,Minor,13.9,1,4
ACC-022179,2025-08-20 09:00:00,Ho Chi Minh City,Intersection,Clear,Minor,16.8,0,1
ACC-022180,2023-05-05 13:00:00,Ho Chi Minh City,Bridge,Clear,Minor,24.7,0,2
ACC-022181,2023-06-09 08:00:00,Hai Phong,Bridge,Clear,Minor,9.5,0,1
ACC-022182,2023-02-25 23:00:00,Ho Chi Minh City,Bridge,Clear,Moderate,41.7,1,2
ACC-022183,2025-03-27 07:00:00,Hai Phong,Intersection,Clear,Minor,24.2,0,4
ACC-022184,2024-03-26 01:00:00,Hai Phong,Highway,Clear,Minor,22.6,1,2
ACC-022185,2023-06-19 18:00:00,Can Tho,Highway,Clear,Moderate,41.5,0,1
ACC-022186,2024-09-05 07:00:00,Da Nang,Intersection,Clear,Minor,18.5,0,4
ACC-022187,2023-12-07 20:00:00,Da Nang,Highway,Clear,Moderate,64.0,0,4
ACC-022188,2024-04-09 01:00:00,Ho Chi Minh City,Intersection,Clear,Minor,22.5,1,3
ACC-022189,2023-11-19 06:00:00,Hai Phong,Urban Street,Clear,Moderate,44.5,0,4
ACC-022190,2023-03-21 01:00:00,Ho Chi Minh City,Highway,Clear,Minor,17.0,1,3
ACC-022191,2023-06-26 22:00:00,Ho Chi Minh City,Intersection,Clear,Minor,11.8,1,1
ACC-022192,2024-01-12 18:00:00,Ho Chi Minh City,Intersection,Clear,Minor,25.5,0,4
ACC-022193,2023-04-05 18:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,21.5,0,2
ACC-022194,2023-04-17 17:00:00,Da Nang,Highway,Clear,Minor,24.7,0,1
ACC-022195,2025-03-27 18:00:00,Ho Chi Minh City,Residential,Rain,Minor,5.1,0,2
ACC-022196,2025-05-27 19:00:00,Hai Phong,Urban Street,Clear,Minor,24.7,0,4
ACC-022197,2025-06-04 23:00:00,Nha Trang,Residential,Clear,Moderate,44.2,1,2
ACC-022198,2024-04-03 01:00:00,Ho Chi Minh City,Highway,Rain,Severe,77.3,1,1
ACC-022199,2024-12-22 21:00:00,Hanoi,Intersection,Clear,Moderate,66.7,0,3
ACC-022200,2023-01-11 20:00:00,Ho Chi Minh City,Residential,Rain,Minor,23.7,0,2
ACC-022201,2025-06-05 08:00:00,Hanoi,Residential,Clear,Minor,15.7,0,2
ACC-022202,2024-09-03 07:00:00,Hanoi,Urban Street,Clear,Minor,13.3,0,1
ACC-022203,2024-09-26 18:00:00,Hanoi,Residential,Rain,Severe,89.0,0,4
ACC-022204,2025-06-25 17:00:00,Can Tho,Bridge,Clear,Fatal,51.8,0,3
ACC-022205,2023-06-24 18:00:00,Ho Chi Minh City,Highway,Clear,Minor,36.7,0,4
ACC-022206,2024-11-16 14:00:00,Hanoi,Bridge,Clear,Minor,22.5,0,4
ACC-022207,2024-02-22 07:00:00,Can Tho,Intersection,Clear,Minor,19.6,0,2
ACC-022208,2024-11-13 18:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,20.2,0,3
ACC-022209,2023-05-17 19:00:00,Ho Chi Minh City,Highway,Fog,Minor,17.0,0,1
ACC-022210,2023-12-21 05:00:00,Ho Chi Minh City,Highway,Storm,Severe,51.0,1,1
ACC-022211,2025-05-04 19:00:00,Hai Phong,Urban Street,Clear,Minor,18.2,0,2
ACC-022212,2023-05-26 17:00:00,Nha Trang,Urban Street,Clear,Moderate,51.7,0,4
ACC-022213,2025-10-17 06:00:00,Hanoi,Urban Street,Clear,Moderate,54.8,0,2
ACC-022214,2023-02-18 19:00:00,Can Tho,Residential,Clear,Minor,11.4,0,4
ACC-022215,2023-03-01 13:00:00,Da Nang,Bridge,Clear,Minor,27.7,0,1
ACC-022216,2025-12-18 14:00:00,Da Nang,Intersection,Clear,Minor,12.3,0,1
ACC-022217,2023-07-25 19:00:00,Da Nang,Highway,Clear,Minor,32.2,0,1
ACC-022218,2025-08-09 18:00:00,Ho Chi Minh City,Residential,Clear,Moderate,30.7,0,4
ACC-022219,2024-09-11 11:00:00,Hanoi,Bridge,Clear,Moderate,45.8,0,1
ACC-022220,2023-05-15 02:00:00,Hanoi,Urban Street,Clear,Moderate,31.0,1,2
ACC-022221,2024-01-17 11:00:00,Ho Chi Minh City,Urban Street,Rain,Minor,10.2,0,4
ACC-022222,2025-06-23 00:00:00,Hanoi,Urban Street,Clear,Moderate,22.1,1,1
ACC-022223,2024-02-12 23:00:00,Can Tho,Intersection,Clear,Minor,10.7,1,2
ACC-022224,2025-03-19 00:00:00,Ho Chi Minh City,Residential,Clear,Moderate,55.5,1,2
ACC-022225,2024-03-21 14:00:00,Nha Trang,Urban Street,Rain,Minor,19.7,0,3
ACC-022226,2025-12-01 01:00:00,Hanoi,Bridge,Clear,Severe,54.6,1,2
ACC-022227,2023-09-01 20:00:00,Hanoi,Urban Street,Clear,Moderate,60.5,0,2
ACC-022228,2023-10-07 16:00:00,Da Nang,Intersection,Clear,Minor,29.1,0,1
ACC-022229,2025-03-23 11:00:00,Hanoi,Highway,Clear,Severe,83.5,0,2
ACC-022230,2025-01-27 03:00:00,Hai Phong,Bridge,Rain,Severe,99.4,1,2
ACC-022231,2024-03-20 23:00:00,Hanoi,Intersection,Clear,Minor,15.6,1,3
ACC-022232,2025-08-08 05:00:00,Nha Trang,Bridge,Clear,Severe,82.5,1,3
ACC-022233,2025-02-21 15:00:00,Da Nang,Intersection,Clear,Minor,21.3,0,4
ACC-022234,2024-12-11 17:00:00,Hanoi,Residential,Clear,Severe,66.7,0,4
ACC-022235,2023-03-18 18:00:00,Da Nang,Intersection,Rain,Severe,56.4,0,3
ACC-022236,2025-11-14 17:00:00,Can Tho,Intersection,Clear,Minor,20.5,0,2
ACC-022237,2024-07-14 17:00:00,Nha Trang,Bridge,Clear,Moderate,39.5,0,1
ACC-022238,2023-09-25 10:00:00,Hanoi,Residential,Rain,Moderate,56.6,0,4
ACC-022239,2025-09-18 23:00:00,Nha Trang,Bridge,Clear,Fatal,194.1,1,3
ACC-022240,2024-08-03 17:00:00,Hai Phong,Bridge,Storm,Severe,94.6,0,4
ACC-022241,2023-03-04 06:00:00,Nha Trang,Bridge,Clear,Severe,95.5,0,2
ACC-022242,2023-01-20 19:00:00,Nha Trang,Intersection,Clear,Minor,24.7,0,3
ACC-022243,2023-04-17 20:00:00,Hai Phong,Highway,Rain,Fatal,207.1,0,1
ACC-022244,2024-08-04 18:00:00,Hai Phong,Intersection,Storm,Minor,18.4,0,4
ACC-022245,2024-02-26 20:00:00,Can Tho,Bridge,Clear,Severe,83.6,0,2
ACC-022246,2023-09-18 02:00:00,Can Tho,Intersection,Clear,Minor,20.5,1,2
ACC-022247,2025-07-07 08:00:00,Hanoi,Bridge,Fog,Minor,23.2,0,4
ACC-022248,2024-06-06 06:00:00,Da Nang,Highway,Clear,Moderate,52.3,0,2
ACC-022249,2025-03-03 20:00:00,Nha Trang,Bridge,Clear,Moderate,42.7,0,4
ACC-022250,2024-09-22 01:00:00,Nha Trang,Bridge,Fog,Moderate,27.4,1,1
ACC-022251,2025-04-25 02:00:00,Hanoi,Highway,Clear,Minor,23.1,1,4
ACC-022252,2023-01-08 07:00:00,Ho Chi Minh City,Highway,Clear,Minor,23.1,0,3
ACC-022253,2025-12-04 11:00:00,Ho Chi Minh City,Residential,Rain,Minor,29.8,0,3
ACC-022254,2023-12-15 00:00:00,Can Tho,Urban Street,Clear,Fatal,184.9,1,4
ACC-022255,2024-12-10 15:00:00,Ho Chi Minh City,Highway,Clear,Minor,29.6,0,4
ACC-022256,2023-08-16 01:00:00,Da Nang,Intersection,Rain,Moderate,43.9,1,1
ACC-022257,2025-03-11 19:00:00,Hanoi,Intersection,Rain,Minor,15.7,0,4
ACC-022258,2024-08-07 05:00:00,Ho Chi Minh City,Highway,Fog,Minor,24.7,1,2
ACC-022259,2023-12-20 17:00:00,Hanoi,Residential,Clear,Minor,17.2,0,1
ACC-022260,2023-12-16 18:00:00,Ho Chi Minh City,Residential,Clear,Minor,32.3,0,4
ACC-022261,2023-02-12 22:00:00,Ho Chi Minh City,Urban Street,Storm,Severe,128.1,1,1
ACC-022262,2023-04-08 00:00:00,Da Nang,Urban Street,Rain,Minor,23.7,1,1
ACC-022263,2025-10-11 09:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,26.4,0,4
ACC-022264,2025-01-07 00:00:00,Hanoi,Bridge,Clear,Minor,23.2,1,4
ACC-022265,2025-04-24 19:00:00,Can Tho,Bridge,Clear,Minor,14.1,0,2
ACC-022266,2024-02-20 04:00:00,Hai Phong,Bridge,Clear,Severe,82.9,1,3
ACC-022267,2024-11-07 00:00:00,Ho Chi Minh City,Highway,Fog,Minor,15.3,1,1
ACC-022268,2023-11-19 03:00:00,Da Nang,Residential,Clear,Minor,23.1,1,2
ACC-022269,2023-03-02 07:00:00,Hai Phong,Highway,Rain,Moderate,26.8,0,4
ACC-022270,2025-09-16 14:00:00,Hanoi,Intersection,Clear,Minor,10.1,0,4
ACC-022271,2025-07-19 08:00:00,Hanoi,Bridge,Rain,Moderate,57.1,0,4
ACC-022272,2025-10-13 07:00:00,Hanoi,Highway,Rain,Minor,18.2,0,4
ACC-022273,2025-01-13 19:00:00,Da Nang,Residential,Clear,Moderate,44.7,0,3
ACC-022274,2025-04-26 02:00:00,Hanoi,Urban Street,Clear,Moderate,62.6,1,1
ACC-022275,2024-03-20 01:00:00,Ho Chi Minh City,Intersection,Rain,Minor,34.3,1,4
ACC-022276,2024-12-22 18:00:00,Da Nang,Intersection,Clear,Severe,124.8,0,2
ACC-022277,2024-04-17 07:00:00,Da Nang,Intersection,Clear,Minor,17.3,0,4
ACC-022278,2025-06-01 00:00:00,Hanoi,Urban Street,Clear,Fatal,173.3,1,1
ACC-022279,2024-03-21 06:00:00,Hanoi,Intersection,Clear,Fatal,91.1,0,2
ACC-022280,2023-02-19 06:00:00,Hai Phong,Residential,Storm,Minor,15.4,0,2
ACC-022281,2023-07-06 00:00:00,Ho Chi Minh City,Bridge,Clear,Minor,17.7,1,2
ACC-022282,2025-10-17 05:00:00,Hanoi,Bridge,Fog,Minor,20.6,1,2
ACC-022283,2023-06-11 14:00:00,Hanoi,Urban Street,Rain,Minor,10.0,0,2
ACC-022284,2024-09-10 18:00:00,Ho Chi Minh City,Highway,Clear,Moderate,41.5,0,4
ACC-022285,2023-12-14 21:00:00,Da Nang,Highway,Clear,Minor,23.5,0,3
ACC-022286,2025-09-19 05:00:00,Hanoi,Urban Street,Clear,Minor,22.6,1,3
ACC-022287,2023-04-10 06:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,27.7,0,1
ACC-022288,2025-12-04 00:00:00,Ho Chi Minh City,Highway,Clear,Moderate,64.0,1,1
ACC-022289,2023-08-04 21:00:00,Ho Chi Minh City,Highway,Clear,Minor,21.4,0,1
ACC-022290,2025-01-16 22:00:00,Ho Chi Minh City,Highway,Clear,Minor,14.6,1,2
ACC-022291,2023-03-15 22:00:00,Hanoi,Residential,Fog,Moderate,42.2,1,2
ACC-022292,2024-03-13 03:00:00,Ho Chi Minh City,Residential,Clear,Minor,21.0,1,2
ACC-022293,2024-10-18 23:00:00,Da Nang,Urban Street,Clear,Minor,14.5,1,2
ACC-022294,2023-12-01 14:00:00,Hai Phong,Urban Street,Fog,Moderate,25.9,0,3
ACC-022295,2025-01-07 03:00:00,Hanoi,Highway,Rain,Moderate,26.4,1,1
ACC-022296,2025-02-21 19:00:00,Nha Trang,Bridge,Clear,Moderate,57.9,0,2
ACC-022297,2023-07-02 00:00:00,Hanoi,Urban Street,Clear,Minor,20.7,1,1
ACC-022298,2023-07-25 21:00:00,Hanoi,Residential,Rain,Moderate,45.1,0,2
ACC-022299,2023-10-13 22:00:00,Nha Trang,Bridge,Rain,Minor,26.0,1,3
ACC-022300,2025-05-24 16:00:00,Can Tho,Bridge,Clear,Moderate,65.6,0,4
ACC-022301,2024-11-22 02:00:00,Ho Chi Minh City,Intersection,Clear,Severe,81.5,1,2
ACC-022302,2023-03-05 02:00:00,Ho Chi Minh City,Intersection,Clear,Moderate,36.8,1,1
ACC-022303,2024-01-26 21:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,59.0,0,3
ACC-022304,2025-07-20 16:00:00,Ho Chi Minh City,Highway,Fog,Moderate,53.6,0,4
ACC-022305,2025-01-20 19:00:00,Ho Chi Minh City,Residential,Fog,Fatal,172.8,0,1
ACC-022306,2025-09-18 03:00:00,Hanoi,Urban Street,Clear,Moderate,33.6,1,2
ACC-022307,2025-11-15 02:00:00,Hanoi,Urban Street,Clear,Severe,89.9,1,2
ACC-022308,2024-01-16 17:00:00,Ho Chi Minh City,Bridge,Clear,Severe,72.9,0,1
ACC-022309,2024-04-17 13:00:00,Hai Phong,Urban Street,Clear,Moderate,25.5,0,4
ACC-022310,2025-04-11 01:00:00,Hanoi,Highway,Clear,Minor,14.1,1,1
ACC-022311,2023-02-23 18:00:00,Hanoi,Highway,Fog,Moderate,17.2,0,4
ACC-022312,2024-06-02 14:00:00,Ho Chi Minh City,Intersection,Clear,Severe,88.5,0,2
ACC-022313,2024-03-04 07:00:00,Da Nang,Bridge,Clear,Minor,24.2,0,4
ACC-022314,2024-03-25 06:00:00,Ho Chi Minh City,Residential,Clear,Minor,19.6,0,3
ACC-022315,2024-07-24 04:00:00,Hanoi,Highway,Fog,Minor,26.0,1,1
ACC-022316,2023-06-25 21:00:00,Da Nang,Bridge,Clear,Minor,25.9,0,3
ACC-022317,2023-09-14 23:00:00,Ho Chi Minh City,Bridge,Fog,Minor,21.6,1,3
ACC-022318,2025-08-11 05:00:00,Ho Chi Minh City,Bridge,Storm,Moderate,34.0,1,1
ACC-022319,2025-06-17 00:00:00,Hai Phong,Highway,Clear,Minor,18.8,1,4
ACC-022320,2025-06-26 07:00:00,Ho Chi Minh City,Bridge,Clear,Minor,20.3,0,3
ACC-022321,2024-04-24 06:00:00,Nha Trang,Urban Street,Rain,Minor,28.5,0,4
ACC-022322,2024-07-24 23:00:00,Hai Phong,Residential,Fog,Minor,14.3,1,4
ACC-022323,2024-11-27 23:00:00,Ho Chi Minh City,Highway,Rain,Moderate,52.3,1,2
ACC-022324,2024-08-20 20:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,19.3,0,4
ACC-022325,2023-06-10 08:00:00,Ho Chi Minh City,Bridge,Rain,Minor,23.9,0,1
ACC-022326,2024-02-17 01:00:00,Ho Chi Minh City,Residential,Rain,Minor,34.7,1,2
ACC-022327,2025-05-22 08:00:00,Hai Phong,Residential,Rain,Minor,24.0,0,3
ACC-022328,2025-09-27 08:00:00,Hanoi,Intersection,Clear,Minor,21.2,0,1
ACC-022329,2024-11-18 08:00:00,Da Nang,Urban Street,Clear,Minor,15.0,0,4
ACC-022330,2023-09-22 07:00:00,Hanoi,Bridge,Rain,Minor,22.5,0,1
ACC-022331,2025-12-18 23:00:00,Hanoi,Residential,Clear,Moderate,39.7,1,2
ACC-022332,2023-04-15 20:00:00,Ho Chi Minh City,Bridge,Clear,Severe,112.3,0,3
ACC-022333,2025-05-21 20:00:00,Ho Chi Minh City,Bridge,Rain,Minor,17.0,0,1
ACC-022334,2024-06-15 10:00:00,Hanoi,Residential,Fog,Minor,30.3,0,1
ACC-022335,2025-02-12 04:00:00,Hanoi,Intersection,Clear,Minor,18.0,1,1
ACC-022336,2024-02-06 19:00:00,Hai Phong,Highway,Clear,Moderate,29.1,0,4
ACC-022337,2025-08-03 12:00:00,Hai Phong,Highway,Rain,Minor,23.4,0,1
ACC-022338,2024-06-16 06:00:00,Hai Phong,Residential,Rain,Minor,23.6,0,3
ACC-022339,2024-10-25 04:00:00,Hanoi,Intersection,Clear,Minor,10.7,1,4
ACC-022340,2024-04-02 22:00:00,Ho Chi Minh City,Intersection,Clear,Minor,27.4,1,4
ACC-022341,2024-07-05 18:00:00,Hanoi,Residential,Rain,Moderate,66.4,0,2
ACC-022342,2025-09-19 03:00:00,Hanoi,Urban Street,Clear,Moderate,59.3,1,1
ACC-022343,2025-10-05 00:00:00,Can Tho,Residential,Clear,Moderate,41.1,1,2
ACC-022344,2023-02-20 01:00:00,Nha Trang,Highway,Clear,Minor,27.8,1,1
ACC-022345,2024-03-03 02:00:00,Hanoi,Bridge,Clear,Minor,25.0,1,4
ACC-022346,2025-11-14 03:00:00,Da Nang,Bridge,Clear,Minor,17.3,1,3
ACC-022347,2025-10-06 19:00:00,Ho Chi Minh City,Intersection,Clear,Minor,25.5,0,3
ACC-022348,2023-03-15 08:00:00,Hanoi,Residential,Fog,Minor,35.1,0,1
ACC-022349,2023-09-18 07:00:00,Hanoi,Urban Street,Clear,Moderate,47.9,0,3
ACC-022350,2023-03-04 19:00:00,Hanoi,Urban Street,Clear,Fatal,170.4,0,2
ACC-022351,2025-09-19 15:00:00,Ho Chi Minh City,Residential,Clear,Minor,15.7,0,2
ACC-022352,2023-03-26 19:00:00,Ho Chi Minh City,Residential,Clear,Minor,24.1,0,2
ACC-022353,2025-02-17 10:00:00,Can Tho,Highway,Clear,Minor,15.2,0,1
ACC-022354,2025-01-16 10:00:00,Hanoi,Highway,Clear,Minor,25.2,0,1
ACC-022355,2024-12-27 01:00:00,Da Nang,Bridge,Clear,Severe,96.6,1,1
ACC-022356,2024-04-06 01:00:00,Hai Phong,Urban Street,Clear,Minor,10.2,1,3
ACC-022357,2025-01-03 00:00:00,Ho Chi Minh City,Highway,Clear,Minor,18.6,1,2
ACC-022358,2025-01-02 00:00:00,Can Tho,Residential,Clear,Moderate,46.4,1,4
ACC-022359,2023-10-07 06:00:00,Hai Phong,Intersection,Clear,Moderate,44.7,0,1
ACC-022360,2025-05-09 19:00:00,Hanoi,Bridge,Fog,Minor,20.4,0,3
ACC-022361,2025-11-03 22:00:00,Hanoi,Urban Street,Clear,Minor,18.6,1,3
ACC-022362,2025-09-18 19:00:00,Ho Chi Minh City,Bridge,Rain,Moderate,40.6,0,1
ACC-022363,2023-07-11 04:00:00,Hanoi,Intersection,Clear,Minor,16.3,1,3
ACC-022364,2023-03-26 02:00:00,Ho Chi Minh City,Highway,Clear,Minor,18.0,1,1
ACC-022365,2025-05-25 17:00:00,Ho Chi Minh City,Intersection,Rain,Minor,23.6,0,3
ACC-022366,2023-01-14 02:00:00,Ho Chi Minh City,Highway,Clear,Minor,22.5,1,2
ACC-022367,2023-07-01 00:00:00,Ho Chi Minh City,Intersection,Rain,Moderate,67.0,1,4
ACC-022368,2024-03-23 12:00:00,Hanoi,Bridge,Clear,Minor,19.7,0,1
ACC-022369,2023-10-27 13:00:00,Da Nang,Residential,Storm,Minor,27.6,0,3
ACC-022370,2023-10-02 10:00:00,Hanoi,Residential,Clear,Minor,16.6,0,2
ACC-022371,2025-09-15 18:00:00,Hai Phong,Highway,Clear,Moderate,41.4,0,3
ACC-022372,2025-06-20 00:00:00,Nha Trang,Intersection,Clear,Minor,25.9,1,1
ACC-022373,2025-07-13 17:00:00,Hai Phong,Residential,Clear,Minor,24.0,0,4
ACC-022374,2024-09-01 07:00:00,Can Tho,Highway,Clear,Moderate,20.4,0,4
ACC-022375,2025-01-02 22:00:00,Hanoi,Bridge,Clear,Minor,17.6,1,3
ACC-022376,2023-02-14 08:00:00,Hanoi,Bridge,Fog,Severe,104.2,0,1
ACC-022377,2023-02-05 14:00:00,Can Tho,Highway,Fog,Minor,15.1,0,1
ACC-022378,2023-02-21 09:00:00,Da Nang,Residential,Fog,Minor,13.3,0,3
ACC-022379,2024-01-02 17:00:00,Ho Chi Minh City,Highway,Clear,Minor,12.5,0,2
ACC-022380,2025-10-23 20:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,22.1,0,4
ACC-022381,2024-01-09 20:00:00,Hanoi,Intersection,Clear,Moderate,39.0,0,2
ACC-022382,2025-11-12 04:00:00,Ho Chi Minh City,Intersection,Clear,Minor,32.3,1,2
ACC-022383,2025-10-12 00:00:00,Hanoi,Residential,Clear,Minor,25.2,1,4
ACC-022384,2025-05-19 16:00:00,Nha Trang,Highway,Rain,Moderate,22.5,0,2
ACC-022385,2024-09-01 22:00:00,Ho Chi Minh City,Urban Street,Storm,Fatal,207.4,1,2
ACC-022386,2024-06-22 06:00:00,Ho Chi Minh City,Bridge,Clear,Severe,119.9,0,3
ACC-022387,2025-11-16 22:00:00,Da Nang,Intersection,Clear,Fatal,224.2,1,1
ACC-022388,2024-11-16 08:00:00,Nha Trang,Urban Street,Fog,Minor,27.2,0,1
ACC-022389,2023-01-20 10:00:00,Hanoi,Bridge,Rain,Severe,77.7,0,4
ACC-022390,2024-07-08 14:00:00,Can Tho,Bridge,Clear,Minor,25.8,0,2
ACC-022391,2024-08-14 04:00:00,Da Nang,Highway,Clear,Moderate,43.2,1,4
ACC-022392,2024-09-10 04:00:00,Da Nang,Residential,Rain,Moderate,56.9,1,3
ACC-022393,2024-03-14 19:00:00,Hanoi,Highway,Clear,Fatal,189.1,0,2
ACC-022394,2025-10-15 07:00:00,Ho Chi Minh City,Bridge,Clear,Minor,20.7,0,4
ACC-022395,2025-09-14 07:00:00,Hai Phong,Residential,Clear,Minor,15.8,0,4
ACC-022396,2023-02-11 16:00:00,Hanoi,Intersection,Fog,Minor,19.2,0,3
ACC-022397,2024-07-21 18:00:00,Da Nang,Intersection,Fog,Fatal,252.2,0,3
ACC-022398,2025-08-14 20:00:00,Hanoi,Highway,Clear,Severe,79.9,0,4
ACC-022399,2024-03-23 17:00:00,Hanoi,Residential,Clear,Moderate,45.3,0,1
ACC-022400,2025-02-18 19:00:00,Hanoi,Bridge,Clear,Minor,17.1,0,2
ACC-022401,2025-02-13 16:00:00,Da Nang,Urban Street,Clear,Minor,20.7,0,1
ACC-022402,2023-10-02 19:00:00,Hai Phong,Urban Street,Clear,Minor,29.3,0,4
ACC-022403,2024-09-24 15:00:00,Nha Trang,Bridge,Clear,Moderate,35.3,0,2
ACC-022404,2024-11-07 15:00:00,Da Nang,Urban Street,Storm,Moderate,38.3,0,1
ACC-022405,2023-02-25 12:00:00,Hanoi,Highway,Rain,Minor,17.4,0,2
ACC-022406,2023-12-01 11:00:00,Hanoi,Highway,Clear,Minor,13.4,0,2
ACC-022407,2024-08-14 11:00:00,Ho Chi Minh City,Residential,Clear,Moderate,46.8,0,2
ACC-022408,2024-02-09 13:00:00,Hanoi,Bridge,Clear,Minor,5.0,0,2
ACC-022409,2025-12-01 18:00:00,Ho Chi Minh City,Urban Street,Clear,Moderate,50.9,0,2
ACC-022410,2023-07-07 19:00:00,Hanoi,Highway,Clear,Minor,14.4,0,3
ACC-022411,2025-02-23 19:00:00,Hai Phong,Residential,Clear,Moderate,58.0,0,4
ACC-022412,2025-11-23 07:00:00,Ho Chi Minh City,Residential,Rain,Minor,16.4,0,1
ACC-022413,2025-01-04 01:00:00,Da Nang,Intersection,Clear,Minor,19.8,1,4
ACC-022414,2024-05-21 20:00:00,Ho Chi Minh City,Residential,Clear,Minor,13.2,0,1
ACC-022415,2023-11-23 10:00:00,Ho Chi Minh City,Urban Street,Clear,Minor,15.5,0,1
